Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
Pakistan,Dubai,Master,Employed,M,Married,Basic,84394,1
Pakistan,Dubai,College,Self-Employed,M,Married,Extended,0,2
Pakistan,Dubai,College,Employed,F,Married,Basic,41440,0
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,98132,1
UAE,Dubai,High School or Below,Self-Employed,F,Married,Premium,0,0
India,Abu Dhabi,Bachelor,Employed,M,Married,Extended,88220,1
Philipines,Sharjah,Master,Employed,F,Married,Extended,58327,1
Pakistan,Sharjah,Master,Employed,M,Married,Basic,25950,1
Pakistan,Dubai,High School or Below,Retired,M,Divorced,Extended,20993,2
UAE,Dubai,High School or Below,Employed,M,Married,Premium,65726,1
Other,Dubai,College,Self-Employed,M,Married,Basic,0,2
Other,Dubai,College,Employed,F,Single,Basic,39783,0
UAE,Dubai,College,Employed,M,Married,Premium,58842,1
Pakistan,Dubai,Master,Employed,F,Single,Extended,25629,0
Other,Dubai,Bachelor,Employed,F,Single,Extended,48567,0
India,Dubai,Doctor,Self-Employed,M,Married,Basic,0,2
Other,Dubai,College,Employed,F,Divorced,Basic,33746,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,22254,1
China,Abu Dhabi,High School or Below,Employed,M,Married,Basic,65974,1
Pakistan,Dubai,College,Self-Employed,F,Single,Extended,0,0
UAE,Dubai,College,Enterpreneur,M,Married,Premium,17161,2
China,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Self-Employed,M,Married,Extended,0,2
Pakistan,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,College,Employed,F,Single,Extended,67752,1
India,Dubai,Bachelor,Government,F,Divorced,Basic,25398,0
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Dubai,High School or Below,Employed,M,Married,Basic,33321,1
China,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
Other,Abu Dhabi,Bachelor,Employed,M,Single,Basic,68798,1
Pakistan,Dubai,Bachelor,Enterpreneur,F,Married,Basic,20325,0
Pakistan,Dubai,Bachelor,Enterpreneur,M,Married,Basic,13129,2
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
China,Abu Dhabi,Master,Employed,M,Single,Extended,49080,1
China,Dubai,College,Employed,M,Divorced,Basic,42536,2
Pakistan,Dubai,Bachelor,Enterpreneur,M,Divorced,Basic,29926,2
China,Sharjah,Doctor,Self-Employed,M,Married,Extended,0,2
India,Dubai,Bachelor,Employed,F,Married,Extended,21450,0
India,Dubai,High School or Below,Employed,M,Single,Basic,33345,2
India,Sharjah,Bachelor,Enterpreneur,F,Married,Extended,15752,0
Pakistan,Sharjah,High School or Below,Employed,F,Divorced,Basic,40169,1
India,Dubai,College,Government,F,Married,Basic,26049,0
China,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,Doctor,Employed,M,Married,Basic,55411,1
Pakistan,Dubai,College,Enterpreneur,M,Married,Basic,12459,2
Pakistan,Dubai,Bachelor,Employed,M,Married,Extended,64620,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,83140,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Basic,54422,1
India,Abu Dhabi,College,Employed,M,Divorced,Extended,68309,1
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,56621,1
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,38977,1
UAE,Dubai,Bachelor,Self-Employed,M,Divorced,Premium,0,2
UAE,Dubai,High School or Below,Self-Employed,M,Married,Premium,0,2
Philipines,Dubai,College,Self-Employed,F,Single,Extended,0,0
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,83235,0
China,Dubai,College,Self-Employed,M,Married,Basic,0,2
Philipines,Abu Dhabi,College,Employed,M,Married,Extended,32390,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Extended,66538,1
Other,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Basic,76358,1
Other,Abu Dhabi,High School or Below,Employed,F,Single,Basic,43860,1
Philipines,Dubai,College,Employed,F,Married,Basic,55350,0
India,Dubai,College,Enterpreneur,F,Single,Basic,12964,0
Philipines,Sharjah,Master,Employed,F,Married,Extended,33288,1
Philipines,Dubai,College,Self-Employed,F,Single,Extended,0,0
Philipines,Dubai,Bachelor,Employed,F,Married,Extended,56168,0
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,23105,1
Pakistan,Abu Dhabi,Master,Employed,F,Married,Basic,36218,1
India,Dubai,High School or Below,Employed,F,Married,Basic,52275,0
Pakistan,Dubai,College,Employed,F,Single,Basic,49665,0
UAE,Dubai,High School or Below,Employed,M,Single,Premium,32471,2
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
India,Abu Dhabi,Master,Employed,F,Married,Basic,62773,1
India,Dubai,College,Employed,F,Married,Basic,76694,0
UAE,Dubai,High School or Below,Employed,M,Divorced,Premium,55687,2
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
China,Dubai,Doctor,Employed,M,Single,Extended,36633,2
Pakistan,Sharjah,High School or Below,Employed,M,Married,Basic,77060,1
China,Dubai,Bachelor,Employed,F,Single,Extended,92600,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
China,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,College,Employed,M,Married,Basic,64801,1
UAE,Dubai,College,Employed,F,Married,Premium,45257,0
India,Dubai,High School or Below,Enterpreneur,M,Married,Basic,26854,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,85840,1
Pakistan,Dubai,Doctor,Enterpreneur,F,Married,Basic,26463,0
China,Dubai,Bachelor,Employed,F,Married,Extended,30689,0
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,29590,1
UAE,Dubai,College,Employed,F,Divorced,Premium,25965,0
Pakistan,Dubai,Bachelor,Enterpreneur,M,Married,Extended,17269,2
Pakistan,Abu Dhabi,College,Employed,M,Single,Extended,90330,1
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,High School or Below,Self-Employed,F,Married,Premium,0,0
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,Bachelor,Government,F,Married,Extended,18558,0
UAE,Abu Dhabi,Bachelor,Employed,M,Married,Premium,46384,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,College,Employed,F,Married,Basic,42303,0
India,Sharjah,Bachelor,Employed,F,Single,Extended,71731,1
Pakistan,Dubai,High School or Below,Employed,M,Single,Basic,51066,2
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
China,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Philipines,Abu Dhabi,College,Self-Employed,M,Married,Basic,0,2
Philipines,Dubai,High School or Below,Employed,F,Single,Basic,26173,0
Pakistan,Dubai,Bachelor,Employed,M,Single,Basic,24445,2
Pakistan,Dubai,College,Employed,M,Divorced,Basic,72302,2
Pakistan,Dubai,High School or Below,Retired,M,Single,Basic,27208,2
India,Abu Dhabi,Master,Employed,F,Married,Basic,36650,1
Philipines,Sharjah,College,Employed,M,Married,Basic,30855,1
Philipines,Dubai,Bachelor,Self-Employed,F,Divorced,Extended,0,0
Pakistan,Dubai,Master,Employed,M,Married,Extended,99960,1
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
China,Sharjah,Bachelor,Employed,F,Married,Extended,55873,1
UAE,Dubai,High School or Below,Enterpreneur,F,Divorced,Premium,18052,0
Pakistan,Abu Dhabi,High School or Below,Employed,F,Divorced,Basic,28937,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,College,Self-Employed,M,Divorced,Basic,0,2
Pakistan,Sharjah,Doctor,Enterpreneur,M,Married,Basic,12829,1
Pakistan,Abu Dhabi,Master,Employed,F,Married,Basic,92163,1
Pakistan,Dubai,High School or Below,Government,M,Single,Basic,17588,2
Other,Dubai,High School or Below,Employed,F,Married,Basic,82302,0
Philipines,Dubai,College,Self-Employed,M,Divorced,Extended,0,2
UAE,Dubai,High School or Below,Employed,M,Married,Premium,70340,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Other,Sharjah,College,Employed,M,Married,Basic,50825,1
Philipines,Dubai,College,Employed,M,Married,Extended,93459,1
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,86148,1
India,Dubai,Bachelor,Employed,F,Married,Basic,27048,0
Pakistan,Dubai,College,Employed,F,Married,Basic,73259,0
Pakistan,Dubai,College,Employed,F,Married,Extended,35482,0
Pakistan,Dubai,Master,Employed,F,Single,Basic,29462,0
Pakistan,Abu Dhabi,College,Employed,F,Divorced,Basic,67801,1
India,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
Philipines,Dubai,High School or Below,Enterpreneur,M,Married,Basic,16042,2
India,Dubai,High School or Below,Employed,M,Married,Basic,28056,1
India,Dubai,High School or Below,Enterpreneur,M,Married,Extended,16495,2
India,Abu Dhabi,Master,Employed,F,Married,Basic,41163,1
UAE,Dubai,College,Self-Employed,F,Married,Premium,0,0
India,Dubai,Bachelor,Employed,M,Single,Basic,33799,2
Other,Dubai,College,Self-Employed,F,Married,Basic,0,0
UAE,Abu Dhabi,Bachelor,Employed,F,Divorced,Premium,87747,1
China,Dubai,College,Employed,M,Married,Extended,35695,1
India,Abu Dhabi,Master,Employed,M,Divorced,Extended,90985,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,College,Employed,M,Single,Premium,66839,2
UAE,Dubai,High School or Below,Self-Employed,F,Married,Premium,0,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,79090,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Basic,24825,1
India,Dubai,College,Retired,M,Married,Basic,26806,2
Pakistan,Dubai,College,Employed,F,Married,Basic,56835,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,46135,1
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,High School or Below,Employed,F,Married,Basic,22862,0
Pakistan,Dubai,High School or Below,Employed,F,Divorced,Basic,21450,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,95854,1
Pakistan,Dubai,Bachelor,Employed,F,Married,Extended,44897,0
Other,Abu Dhabi,High School or Below,Employed,F,Married,Basic,54040,1
Pakistan,Sharjah,Master,Employed,F,Married,Basic,53265,1
Philipines,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Other,Sharjah,Bachelor,Employed,F,Married,Basic,43817,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Extended,54780,1
China,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Dubai,Bachelor,Employed,M,Divorced,Basic,67798,2
Pakistan,Dubai,Bachelor,Retired,M,Divorced,Basic,21442,2
India,Dubai,Bachelor,Employed,M,Married,Basic,27615,1
India,Dubai,Bachelor,Retired,M,Divorced,Basic,17622,2
China,Sharjah,High School or Below,Employed,M,Divorced,Extended,50200,1
Philipines,Dubai,Doctor,Self-Employed,F,Divorced,Basic,0,0
India,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
India,Abu Dhabi,Master,Employed,F,Single,Basic,73570,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,High School or Below,Self-Employed,F,Married,Premium,0,0
China,Abu Dhabi,Doctor,Employed,M,Divorced,Basic,36631,1
Pakistan,Sharjah,College,Employed,F,Married,Basic,35895,1
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,40864,1
UAE,Dubai,College,Self-Employed,M,Divorced,Premium,0,2
Philipines,Abu Dhabi,Master,Employed,F,Divorced,Basic,93018,1
Pakistan,Abu Dhabi,Bachelor,Employed,M,Divorced,Basic,70014,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,48875,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,67969,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,Doctor,Employed,F,Married,Basic,68665,0
India,Dubai,College,Retired,M,Married,Basic,26802,2
UAE,Dubai,High School or Below,Self-Employed,M,Single,Premium,0,2
India,Dubai,College,Employed,M,Married,Extended,45345,1
Other,Dubai,High School or Below,Enterpreneur,M,Single,Basic,17101,2
UAE,Dubai,Bachelor,Employed,F,Married,Premium,32051,0
Pakistan,Dubai,Master,Employed,M,Divorced,Basic,81139,2
Pakistan,Abu Dhabi,Master,Employed,F,Married,Basic,63834,1
Philipines,Abu Dhabi,Bachelor,Employed,M,Married,Extended,37548,1
Philipines,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Dubai,High School or Below,Employed,M,Married,Basic,72421,1
UAE,Sharjah,Master,Employed,M,Married,Premium,83102,1
Pakistan,Dubai,College,Employed,M,Married,Basic,28432,1
UAE,Sharjah,Master,Employed,F,Married,Premium,83707,1
India,Dubai,College,Employed,F,Married,Basic,63259,0
China,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,College,Employed,F,Married,Basic,63860,1
Other,Dubai,High School or Below,Employed,M,Single,Basic,67176,2
India,Sharjah,College,Employed,F,Married,Basic,86132,1
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,28519,0
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Extended,39102,1
India,Dubai,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Abu Dhabi,College,Employed,F,Single,Extended,97298,1
China,Dubai,High School or Below,Employed,M,Single,Extended,41986,2
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,College,Enterpreneur,F,Married,Basic,17291,0
India,Sharjah,Bachelor,Self-Employed,M,Married,Basic,0,2
India,Abu Dhabi,College,Employed,M,Married,Basic,37256,1
Pakistan,Abu Dhabi,High School or Below,Employed,M,Divorced,Extended,96306,1
UAE,Dubai,Bachelor,Retired,F,Married,Premium,14290,0
India,Abu Dhabi,College,Employed,F,Married,Basic,37038,1
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,90760,1
Other,Dubai,High School or Below,Employed,F,Married,Basic,20668,0
Pakistan,Dubai,High School or Below,Employed,F,Married,Basic,54480,0
India,Dubai,College,Enterpreneur,M,Married,Basic,16244,2
India,Dubai,College,Employed,F,Married,Extended,22436,0
Other,Dubai,Bachelor,Employed,F,Married,Basic,25544,0
Philipines,Dubai,Master,Employed,M,Married,Basic,28728,1
UAE,Dubai,High School or Below,Employed,M,Single,Premium,57449,2
India,Sharjah,Doctor,Employed,F,Divorced,Basic,83318,1
Other,Sharjah,High School or Below,Employed,M,Divorced,Basic,55561,1
China,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Bachelor,Employed,M,Divorced,Basic,55308,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Extended,36068,1
UAE,Dubai,Bachelor,Employed,M,Married,Premium,48804,1
Pakistan,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Abu Dhabi,Bachelor,Employed,M,Single,Basic,55790,1
Philipines,Sharjah,Bachelor,Employed,F,Divorced,Basic,70258,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Divorced,Extended,0,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,47274,1
Other,Dubai,College,Self-Employed,F,Married,Extended,0,0
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
UAE,Sharjah,Master,Enterpreneur,F,Married,Premium,15818,0
Other,Abu Dhabi,College,Employed,F,Married,Extended,44552,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,64348,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
India,Abu Dhabi,Master,Employed,M,Divorced,Basic,88997,1
Other,Sharjah,College,Employed,F,Married,Basic,77411,1
India,Dubai,High School or Below,Retired,F,Married,Extended,10312,0
India,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,96263,1
India,Dubai,College,Employed,F,Married,Basic,28919,0
Pakistan,Dubai,College,Self-Employed,F,Married,Basic,0,0
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,41869,1
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,High School or Below,Employed,F,Married,Basic,32808,0
India,Dubai,Bachelor,Employed,F,Married,Basic,79780,0
Pakistan,Sharjah,College,Employed,F,Married,Basic,91025,1
India,Dubai,High School or Below,Employed,F,Married,Extended,33043,0
UAE,Dubai,High School or Below,Employed,M,Married,Premium,69442,1
Pakistan,Abu Dhabi,College,Self-Employed,M,Married,Basic,0,2
Philipines,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,47234,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Extended,86863,1
Pakistan,Dubai,Bachelor,Employed,M,Divorced,Basic,25805,2
China,Dubai,Bachelor,Employed,M,Single,Extended,43676,2
Philipines,Dubai,College,Employed,M,Married,Basic,59855,1
Philipines,Sharjah,Master,Employed,M,Single,Extended,35296,1
Pakistan,Abu Dhabi,Master,Employed,F,Married,Extended,36576,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Basic,28513,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Basic,85448,1
UAE,Dubai,High School or Below,Employed,F,Divorced,Premium,23791,0
UAE,Dubai,Bachelor,Employed,F,Married,Premium,20597,0
Philipines,Dubai,College,Employed,F,Married,Extended,56940,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Basic,93210,1
Pakistan,Sharjah,Bachelor,Employed,F,Married,Extended,48992,1
Philipines,Abu Dhabi,Master,Employed,F,Married,Basic,53736,1
Philipines,Dubai,College,Employed,M,Married,Basic,25378,1
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,76731,1
Other,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
UAE,Dubai,Bachelor,Employed,F,Single,Premium,69379,0
UAE,Dubai,High School or Below,Employed,M,Single,Premium,57449,2
Philipines,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
China,Dubai,College,Self-Employed,M,Single,Extended,0,2
Philipines,Sharjah,Bachelor,Employed,F,Divorced,Extended,33806,1
Other,Abu Dhabi,Master,Employed,M,Married,Basic,77048,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Extended,74965,1
Philipines,Dubai,High School or Below,Employed,F,Married,Basic,34095,0
India,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
India,Abu Dhabi,College,Employed,M,Divorced,Basic,96045,1
China,Abu Dhabi,Bachelor,Employed,F,Married,Basic,86355,1
India,Dubai,High School or Below,Employed,F,Married,Basic,27824,0
India,Sharjah,High School or Below,Employed,M,Married,Basic,42995,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Extended,21235,1
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,74585,1
UAE,Dubai,Bachelor,Employed,M,Married,Premium,41833,1
India,Dubai,College,Enterpreneur,F,Married,Basic,23908,0
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
Philipines,Sharjah,Bachelor,Employed,M,Divorced,Basic,61953,1
UAE,Dubai,Bachelor,Self-Employed,M,Single,Premium,0,2
China,Dubai,Bachelor,Self-Employed,M,Married,Extended,0,2
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Basic,73760,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,23333,1
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,20440,0
Other,Abu Dhabi,High School or Below,Employed,F,Married,Extended,86073,1
India,Dubai,College,Employed,M,Divorced,Extended,50943,2
India,Abu Dhabi,Bachelor,Government,M,Married,Basic,19003,1
UAE,Dubai,College,Employed,M,Single,Premium,46703,2
India,Dubai,Bachelor,Enterpreneur,M,Divorced,Basic,14072,2
Pakistan,Dubai,College,Employed,M,Single,Basic,21733,2
Philipines,Dubai,Bachelor,Enterpreneur,M,Married,Basic,20811,2
Philipines,Dubai,High School or Below,Government,F,Single,Basic,11904,0
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,43490,1
India,Abu Dhabi,High School or Below,Employed,M,Single,Basic,57340,1
India,Dubai,College,Employed,M,Married,Extended,49088,1
China,Abu Dhabi,Master,Employed,M,Married,Extended,47761,1
Other,Abu Dhabi,Bachelor,Employed,M,Divorced,Extended,70930,1
Philipines,Abu Dhabi,Bachelor,Employed,M,Married,Basic,61281,1
China,Dubai,Bachelor,Self-Employed,M,Divorced,Extended,0,2
Philipines,Dubai,Bachelor,Employed,M,Single,Basic,25290,2
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Extended,24239,1
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,82664,1
Philipines,Dubai,Bachelor,Employed,M,Divorced,Basic,83210,2
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Extended,38736,0
